processed_text,label
user hard tell pic mistake either way nothing say initially race take ignorant,0
maybe parentsthat would understand fear indifference mom dad,3
user bubble imply burst,3
user user new campaign slogan ideai know trump2016 e fire deflect,0
school photo honestly horrid look ew grinning_face_with_sweat,3
mad injustice go smash neighbour window make perfect sense charlotte protest,0
user user grudge truth abundance,2
evening though way light finish properly without cause serious mischief,2
user oh true true,1
user customer service beyond appal faulty dryer replacement break within wks part wks engineer show,0
world nicole beat paul terrible bb18 bb finale jury think flushed_face flushed_face flushed_face,0
baaarissshhhhh sad song prefect night feel alone,3
walk right see way past even hesitate run,2
really constipate depress,3
user user individual clearly try intimidate leo see issue stop cause issue push limit,0
autumnal equinox night draw great time look put new light dark showroom news wirral,1
whole hijack argument argument use ban discourage display st georges cross shame user,0
watch amazing lively broadcast user musically,1
rocky horror remake look bit w n k,0
wish unlimited glee episode could watch forever glee goodbye,1
user come glasgow night work fucking gutte wait appearance age,0
absolutely fume woman jump prebooked taxi drive enraged_face,0
user concerned pakistans internal affair terrorism state economic policyterrorist nation,0
trump make america great plan exactly like minute movie child mennncage terrorism refugee,0
like well moment cuz panic later obviously well every opportunity choose make seem,3
user user good reporter quit sad,3
user preordere pale ep would pay phone call would freak say anything,3
paul forever paul paul play well game bb18 angry,0
never afraid start,2
miss fact burke ramsey swung hit sister jonbenet face golf club previously fit anger,0
even get start hillary fancy fundraiser depress,3
user forest gate could see bully cunt big bald cunt mate look shock hit shit,0
india miss indira could never solve kashmir problem keep burn vote banknterror state pak,0
quote fear control fear life mind real difficulty overcome cheryl janecky,2
shake mouth chatter could take right body tremble go outside,3
depressing see whole fam pack go holiday tomorrow stay upsidedown_face,3
schneiderlin take revenge foul,0
lol little thing like make angry x,0
cuddle literally kill depression relieve anxiety strengthen immune system,2
user user varsity pine riding,1
turn well expect admit try intimidate face_with_tears_of_joy face_with_tears_of_joy stop laugh really speak word,1
user oh good god quentin letts comedy turn angry user user bbc tw,0
user user dreadful franglaise,0
user explain ability land manchester bradford convenient flybe many unhappy traveler,3
watch amazing lively broadcast user musically,1
user may suggest meal make bean onion garlic day class,1
hate singe idiot think join likethis fcke glee mean rikon bot,0
dentist say go numb front lip feel get lip like pete burn right pout,3
people often grudge other enjoy,0
yeah hot nigga say burn uhhhhh,0
want police state fearful imbecilesuser user user user,0
lmboo use nephew meme hilarious,1
user irate checkin system try checkin day would let seat assign,0
user event start everyone get ready travel lake rage everything glow,0
user fear anger similar hitler preach come power germany wake america,0
srpt would etep patient mom advocate drug work anyone listen etep mds adcomm elated,0
user ill vip ticket wait meet never meet famous person admire nervous,1
user user fun funniest person funsville much hilarity usual thank red_heart,1
user social anxiety many awkward thing wrong grinning_face_with_smiling_eyes,1
user user struggle real whoa worry young generation broken_heart,3
matt psychological study provocation abusive relationship,2
user user confident offense good yearsour suck,0
user give frustrated growl step close put gun barrier alarm nothing happen,0
thank rip lu sa enough way flight man frk bag free gate,0
user please canadian player play we player lag atrocious fix game trash sfv refund,0
gahhbt queue minute put bt sport dept cancel back queue,0
user switch host bullet rage,0
monster monster view fear,2
user leave,3
user fucking hell mate absolute nightmare downcast_face_with_sweat,0
michelle nothing hate nicole game hahaha bitter bb18,1
stick roof house provide amazing view sheer terror fall kind like life,1
think val might go week take rest week work mourn sure understand gb bo,3
user appointment book today wait day nobody show also request call back never get,0
user user user user user user user user user insult,0
gloomy today,3
user red would look super pretty bronzy glowy nude lip makeup look black would pretty dark lip smiling_face_with_hearteye,1
user user usa embarrassing watch last time guy game joke,0
already tell programme go infuriate extreme world,0
watch amazing lively broadcast user lively musically,1
week full monday end,3
check work todaynncoffee drank serious business nnthursday bring friday,1
box search google chrome horrible distracting,0
last night dream today christmas wake scream ready,3
minute incense get rattata face_with_tears_of_joy pokemon go,0
user disconnect whilst holiday face_with_steam_from_nose move house october thinking_face,0
sound like donald trump spend today make extra extra sure would get frightened white conservative racist vote,0
lose fade,3
know expect brendon video lmao la devotee video get shake,1
anyone else find user anniversary window update complete nightmare,0
user believe rude cashier today return item customer service slack terrible,0
user user hilarious,1
friday open tonight tomorrow get jump halloween come play we haunt attraction tulsa haunt,1
user give gleeful squeak wrap around mine,1
move clip youtube tonight vigil hold tulsa metropolitan baptist church terence c ruther justice sadness,3
watch tna time long time hell happen hardy boy impact pop wwe terrible,0
man know juggle ball itn funny pun lol punny,1
user 50p minute charge insult injury,0
unruly kid morning thank rip flower bed root parent watch shocking,0
user user yep point politic loathing big candidate horrible,0
user user hi dom see notts county away look mufc away ticket pay blue,3
spend shimmy drink rage know go happen,0
look like india finally take pakistan n terrorism taskuri attack,2
user old age hope rest we destine become deatheater,0
rojo terrible team face_with_tears_of_joy face_with_tears_of_joy,0
aaahhhh little user soothe soul music blue,1
whole idea f nation revolve around kashmir global terrorism evrn care kid die hunger nawaz fight kashmir,3
need advice get rut depress need motivation,3
blame whole season natalie season would different turn back alliance piss bitter,0
user look way let we think rohan last week optimism,2
think try comedy youtube always fond time nut laughter comedy may day hopefully funny lol,1
think fully sink val go yet,0
user lol love aggravate juan keep good work lol,1
user user wat irony pakistan lecture world curb,0
user cheer chuck face_blowing_a_kiss,1
shoutout drunk man bus piss bottle seat,0
user goodbye despair,3
head mdw w layover slc get food wrong move bail food barely make user want get away contest,0
someone wake user make remix red_exclamation_mark bw terrence crutcher election colin kaper nick terrorism riot 2much,0
unbelievable take minute get user fault call hang fume treat customer fairly,0
manchester derby home revenge,0
user change follow behind scowl pinch lip take sheet room,2
ghost would haunt people give cramp leg cardio smiling_face_with_horns smiling_face_with_horns smiling_face_with_horn mwahaha,1
sure ohio state terrible ohio awful etc etcnnthese feeling begin toldeo war nnso maybe campaign,0
user see primary care doctor prescribe med refer psychiatrist eval mess depression,3
obama admin reject texas plan refugee vet terrorism texas pull fed refugee resettlement program aid,2
gb bo homely pure piece tv gold channel attempt tart mary sue mel go waving_hand fume,0
gif ios10 message app hilarious,1
user stop smile rudenot funnyit mean stop pick woman,0
user well carriage birmingham hereford room stand anymore friday commute unhappy,3
hi berniebrocialist gender live swingish state would will hesitation vote clinton would will support,2
ask jared marry say,3
want see dick snapkik hiya2247 face_blowing_a_kiss kik kikme snap chat snap horny porn naked young,1
texans play horrible bad play call bad protection ball bad coach bad defense bad overall performance texans horrible,0
user sadly enough name whole farewell tour situation would make shy away good value b et,3
bayern munich pitch horrific,0
least guy try discourage anymore want never become anything worth contribute society,0
user awe thank much lyle good grinning_face grinning_face,1
user user user pledge would never make petulant child postrump threaten run,0
user hard tell pic mistake either way nothing say initially race take sad ignorant,3
try find good negative negative turn goodnanxiety relief optimism open minded,2
would enrique sub busquet hilarious,1
rapper stay true game rich,2
tired_face ughh want like nightmare get along,0
user good greatdo breathe horror film month fav horror film year far,1
resent bite tongue,0
busy code whole network manager unity3d base steamwork networking gamedev indie dev 3amdead time game,1
let general tweet offend definitely twitter,0
ever really lonely phone keep blow pick respond people anxiety recluse issue,3
instagram seriously sort sht spend age write caption delete post fume insta gram,0
user charge extra send someone cable service still work robbery cable horrible service,0
regret thing temper time regret thing inconsolable sydney j harris,3
user worry emphasis keep family together guide principle due experience,2
user klitschko user fury day box,0
fuck horrific defend schalke,0
feel like twitter anyone see write sadness rant,3
lol mention pak pm even speech international news channel paki rejoice world stand,1
user directtv good apparently sit silent anger press say anything,0
ok fast furious movie classify comedys thinking_face,1
user terrible paul deserve win bb fail,1
play antichrist user play hustle outrage,0
user charlotte protest wait fact video hate ask question later protest police shooting suggestion,0
death people afraid get end life realize never truly live,2
strong independant practical stop live world fantasy snap fast get use reality well,2
well cheery mr robot,1
krusty krabnnno crippling depression,3
follow amazing australian author user fiction horror zombie angel demon vampire werewolf follow author love,1
user w gender bias indignant fancypant saddler daughter opt leather jacket thank much,0
tell happy anniversary happy bitter amp alaya paitpaitanangpeg,3
apocalypse hit gym nothing think would benneveryone wear vest contagious,0
hour user ride make angry sorry,0
sad evening clear harvey cage belonging final goodbye little man depress,3
decide go talk mr smithrud creepy fucking guy since give fucking anxiety attack morning,0
try think positive let situation discourage sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle sparkle,2
amazing start fall day indiansummer,1
user offense score redzone trip point n lbs pull flag n miss flag lead td dat take da league,3
ari look hilarious oh g much,1
holiday blue want go back minehead,1
user today proceeding entire process insult constituent,0
user coincidentally watch ulzanas raid last night brutally indignant filmmake,0
know time around hard hurt already miss much silly family friend nervous,3
okay worry wish would well kid try slow sorry let,3
srvs voodoo child approximately time well jimis guitar music blue,1
user annoy ortiz tribute would oriole fan organization feel yank awful,0
user user user snap andriapreble red_heart,1
testing current earth burst team,2
user sit wait bus today envelop strawberry scent damp revolt cloud vape move away disgusting urghh,0
user live event brock vs orton saturday wwe network need wwe user user revenge,1
user take room want beat bully,0
know cook invaluable even well even sq ft place wide hearty homestyle egg noodle,1
user uplift still discourage mean listen wrong voice look wrong source look lord,2
still laugh bitch take pillow line glee kurt,1
payet go either jan season end say blame boy must b dishearten see mo,3
user reflective current political debate awful,0
hope come back haunt maybe would know feel like low,0
like commercial user chocolate milk bender steal soccer ball guy refuse give back bully,1
everywhere go air breathe taste like home user restless,3
watch amazing lively broadcast user lively musically,1
user mad client furious lmao,0
join potter sort hufflepuff enraged_face enraged_face enraged_face,0
user lydiaaaa one suppose know make nervous face_without_mouth,3
swear user block go hit back,0
blow mind much blow mine sexually harass someone whoa mind blow huh setback fright mad hell face_with_tears_of_joy,1
bother tweet poor men nwhat good unable cheery go quiet miss way,3
feel travel mile pick form arrive post day leave fume,0
user thank get back exemplary customer service loyal customer jk resident advisor poor service,0
every year go universal studio horror night wheel lol smiling_face_with_smiling_eyes face_with_tears_of_joy,1
wonder would happen father weary,3
person opinion offend,2
user yeah terror pack terror support speech,0
anger cheap politeness expensive expect everybody polite thoughtful thursday politeness,2
user mean offend say personal experience kid get place class take advantage,2
weird discuss sex resentment confusion thing write last night,3
user serious intermediary require info project owner mail,1
yo yo yomy name darthvader ni feel like need puff inhaler rapper sick bar breathless bar rap,1
user user user worry flip wisconsin,2
suppose intimidate freshman half tall,0
user shocking,0
watch amazing lively broadcast user musically,1
user sam yes helpful need sort soon possible keep promise stuff happen,0
absolutely dire half recall shot target nnagainst accrington stanley,0
user thank say wife get iphone today lose eta thank angry,0
revenge,0
peiyophobilia advice user fear devil sure shoot victory_hand user voice energeticxtremly foot tap ok_hand,2
haww think nawaz speak indian funding bla balochistan kulbhoshan yadhav india use ttp terror,0
anger willing take people world general police bad indefensible kind,0
sober weekend slightly_smiling_face slightly_smiling_face slightly_smiling_face,3
get shot lingys face time pretty sure would red hair fume pretend sok ru ok afl cat swan,0
blend water lienthere shrine free melancholy water lienno ray dull tide vine,2
oh way month depressionfree time get relapse superb,3
user user silly want scare grinning_squinting_face,1
girl sit front chew gum like cow ready snap smiling_face_with_open_hand,0
always shy,3
like cycle get intimidate people powerful calf horrendous tan line,1
user user user still get jimmy garoppolo head almost week thank lot hilarious,1
jazz blue root rest fruit,1
americans whole part feel borderline despair least look situation control,0
user next series celebrity firefighting show chuck burn building voiceover,0
zika hoax file deet part binary chemical weapon target brain toxin neurological us citizen insect mammal,3
user nice texans could hold onto ball give fuller hopkin chance awful tnf,0
user miss cookie send thank spry use like adventure young pup,1
learn swim thinking_face keep work denser less buoyant disappointed_face swimming scary thinking_face also swim disappointed_face,3
pessimist see difficulty every opportunity optimist see opportunity every difficulty n winston churchill quote,2
user user love iron tek fit protein shake morning yoga es vox box,1
terrorism exist place ask trump question,0
damn offense mix bag unpredictable lethal weapon worried defense coordinator beaming_face_with_smiling_eyes charger bolt recharge,0
bad news fam life still hard awful depression anxiety least buffy,3
kill spider big spray spider gut like horror movien ugh,3
user user donald trump white house shudder,3
user yeah sure depressing talk parent phone instead talk downstairs,3
user ea sport technical support team really suprise smiling_face_with_smiling_eyes suprise shit,0
user sadly least year point even low info selfie lover vote say enough enough,3
change hair shocking,3
oh yay old scientist build robot assistant make look like hot naked woman nothing alarm,1
user user never say anything take away gun would stupid scare tactic gun salessickening,0
user hope refuse x depress,3
user much outrage oh use female body sell something,0
user err gloomy mio people gloomy remain br exit,3
weather make dread work tonight,3
user oh brian invite offend,0
see incense burner drug,0
tweet sporadic wifi tube perilous,1
ahs6 every minute say nope nope would go move gtfo thank fear,0
user cope wi sour face tiny pout enraged_face enraged_face,0
user oh insult think look like psycho sane gotham freak,0
user user revolt cock think sexy,1
update yet hang user still hopeful optimism,2
day harvest listen sound chopper work way close home user make farm365,1
user sadness resentment past sadness fear future try live mh chat,3
user nonsensical injustice black add destroy black property misdirect anger,0
mix emotion sadness anxiety may miss friend grow suck lose friend true friend complication,3
user even fight laugh probably serious ingrain issue face_with_tears_of_joy smiling_face_with_open_hand,1
fear block blessing faith unlock man faith,2
user user user trudeau endulge outrage culture preach issue ad hominembut never quanitfye,0
user compatibility key lower hedonic volatility,2
multitaske may induce seed mine sleep restless,3
user user cancel home fibe internet tv afternoon soon arrange alternate internet angry feed,0
bring interview hospital though seenoevil_monkey seenoevil_monkey,2
user legit furious people fucking idiot,0
user add tracking resent,0
wish happy birthday awesome dancer ruthann hope day magical birthday eat cake,1
michelle nothing hate nicole game hahaha bb18,1
user specifically resent consider enemy,0
sure man handle woman get crap together independent,0
hear panic disco kache atm,3
false alarm matoma becky hill,0
magpie gather around help go swoop terrorism,0
fashion week year dull af someone inspire weary_face,3
user awesome ps ok odd swap neighborhood,1
new batman telltale series look good grow weary gaming style batman,1
user serious dm tell,2
user day later order even postcode fume,0
fine mat tonight without sleep worry side water,2
tip worry please everyone titan wisdom,2
watch movie friend request awhile ago dark cold night bad choice ever make nightmare anxious_face_with_sweat,3
user ber ncfc grudge match,0
user serious respect man pull bun well like maybe teach way,3
scorpio withdraw quiet place hurt think plan ste back,0
interview go well today wait find happen nervous excited interview job interview,2
always wonder long angelina put brad crap gon lie neutral_face,0
sickness bug awful,0
user fuck coupon goal rage,0
spend even minute already irritate seriously bitch shut,0
light day per heyday popularization backfire cinematography xucqb,3
user may right since year bad event begin b privately hope get least cz go optimism,2
user daunt try follow swift newstrend face mindshattering patternsterm leave right try adopt gently,2
rm win game last minute madridista say cule stay long watch rm win end disgusting fanbase,0
user user yeah actually support tweet thread initially article righteous indignation,2
user user user find thin mint freezer clean could elated,1
live anymore roblox get termiante kill lol rob lox gamer,3
wonder american city next protest police shooting next smh top angry many time,0
user user good thing fbi offend,2
return dead desire clean apartment eat something garbage managing depression,3
user furious weary_face weary_face weary_face,0
user disabled access pontefract monkhill,0
user amount greedy mooching make snarl,0
user thank big bro shake bake help,1
user reye snarl frustrated anger steel claw flex dangerously utter damning word seem snap,0
user charlotte protest wait fact video hate ask question later sad protest police shooting suggestion,3
user yet english pundit afraid criticise,0
user understand rage often pretty control rational often visceralnot always logical,0
head north arrive breezy cave smell sweet glance watch run minute late,1
get hour sleep today go fun day neutral_face,3
user vas ir al de amaity affliction,3
little nose irritation little chill body flu flu flu fall song,0
pity ewe,3
grieve someone legally person yet,3
user love parody account well do vote trump lol hilarious,1
user sadly miss crucial important point indian terrorism pk kal boshan etc raw involvement,3
accept challenge feel exhilaration victory george patton,2
user go back blissful ignorance,0
wake say try change nappy enraged_face oncoming_fist_mediumlight_skin_tone rage,0
smh customer get angry get marlboro light gas hut call hour ago fuck,0
much clutter brain recent little change yet process die panic busy ami overwhelm,3
user peanut butter kind pervert awful,0
user something need do people hog machine nobody use machine time angry fair pay,0
think try comedy youtube always fond time nut comedy may day hopefully funny lol,1
user leave dad deal face_with_tears_of_joy work do soon feel wrath slipper face_with_medical_mask,1
near kitchen unfortunately cooking snap series cooking,3
user king insult intelligence black community people think,0
gahhbt queue minute put bt sport dept cancel back queue shocking,0
confident bitch scare,0
hey user see send email thousand go panic,3
user give hear please tell anything want listen maybe afraid anymore,1
ever stop afraid someone live,3
clash titan wrath titans raising_hands_mediumdark_skin_tone raising_hands_mediumdark_skin_tone raising_hands_mediumdark_skin_tone fire,1
user grim fuck go dame fucking clown take gameing channel way nj would delete,0
cry front guy last night horrible week week,3
life hard hard stupid life love sadness sad ness sad tear life,3
user sure sydney tough quick team pressure much cat handle motlopcowan,2
still wait yang guess really need sleep something kitten feel kind dejected right offline,3
prospect getting choke hot daddy tonight sorta cheer also kind want watch new ahs episode lol,1
user find patronus website work even see question sadness,3
join user put phone talk rude take money acc willynilly fume,0
user complete illiteracy around role nature extent british agent shocking,0
labor love cheap inexpensive time spend earn lackadaisical dreamer,3
want pour tear someone right tired upset sad,3
watch amazing lively broadcast user lively musically,1
user even realise use insult shit mate,0
user boro os could give steward good work chelsea get 8k lively,1
sad moment hand exam know fail grieve eat sleep,3
know wifiisp rivertide suite seaside oregon use 53ms ping good get dl test complete terrible,0
user dude fukc lose spectacle morning,3
beautiful day today cloudy sunny breezy,1
halfway work realize forget put underwearit go day mom brain much go long day breezy,3
always sober say would drunk teach keep mouth shut n ernest hemingway quote,2
bloody hell pam calm could swear something black hairy run across carpet peril live alone nervous,3
user wait mirth,1
wise man tell holdin grudge likenlette somebody live inside head rent free,0
suppose work wtf dude thank piss,0
inpoure letter die subsist check quaint virtuoso way toward fine huff l,0
induction day tomorrow pizza express,1
shoutout user ruin iphone order,0
hate freak ruin thing anxiety,0
tired everybody tell chill everything ok fuck tired fake fucking smile,0
get cross apple tree pine tree red_apple evergreen_tree nnothe crosspollinate deciduous coniferous tree,2
serious put word mouth bitch add sentence say shit blood,0
user unfortunately diet still wait till friday afraid,3
someone make priority list thing outraged order outrage racism animal right abortion cop,0
smell freshly cut grass even cheer upboy oh boy,3
ooooooooh god uuuugggghhhhhhhhh rage,0
season look point depress royal,3
user yeah agree think family member cover sad,3
draw scum must rub hand glee typical draw woolwich lot jammy gunner cum,0
user call gameface gameface,1
18mth ago sign user user velocity ff deal month still ff point shocking,0
le depressed l hate xdddd sad depress loner emo,3
user haha horrific need say glad away spain sit missing game tropical_drink pizza beer_mug,1
user know love man green inferno really fuck headgiggledo epic need therapy,1
walk little boy red shirt56 year age shout distance meter jovial manner say,1
see lil homie user rage cam roid thing late 90 come back lose,0
drunk people annoy sober lol fact team follow back rock tweet,0
user offend tony find way leave,0
user user amal clooney try prosecute bush blair war crime turn world upside downcreate,0
user feel horrible dealing player hot news get stick uncooperative people,0
user datum steal tell we shocking,0
use twitter cope mechanism rage kid oop,0
user user need today know many fuckin french plait morn stroppy yr old,0
user user remember mlb try futuristic jersey,1
user idea exhaust tidy room burst cry fs,3
n horror movie alone tonight maybe zombie would eat finish life game already want game,3
offense people use cream build glutescome go squat,0
pro tip go back work kid reach mos old stay home long absolutely miserable tantrum,0
cater channel height technic hearty enjoyment symptomatize vrlfeyrn,1
bes tell true blooded hoopjunkie switch fcus team juz destroy team juz,0
get wonder caller max listen show place incense user,0
unbelievable security guard act like gangster try threaten tell home terrify annoy enraged_face,0
watch amazing lively broadcast user lively musically,1
user find candice candace pout like smiling_face_with_hearteye,1
know go yorkshire scare ground last minute alton tower run fire exit cry,3
dear indiansit hard swallow try swallow bitter pillthat pakistan number test cricket,2
user black armed thug record carrying gun illegally get shoot black cop outrage jokelet destroy town,0
niggas never changedeven kid year old interview seem jovial happy death sisterhe,0
watch amazing lively broadcast user musically,1
hey turn kick way go texan way go texan heart,0
people irritate mf soul,0
watch amazing lively broadcast user musically,1
wonder gleeful dumb af see world rise tint glass,0
weather sure match mood state today gloomy,3
modern proverb let anyone intimidate single marriage end divorce,3
user ps still think break leg scott steiner horrific injury ever see ring c cot,3
user yessir also cheer sweden lundqvist,1
believe mess favourite bake feel personally offend,0
donnie trumpeter vapid vacant vile viper slither landscape play gear fearful afraid,0
survive spintrye get stair hilarious though jelly leg face_with_tears_of_joy face_with_tears_of_joy,1
watch amazing lively broadcast user lively musically,1
user write change face sex industry tr man talk revenge,0
anyone remember movie animate late 70 call shame jungle john bulushi wild taste,1
gloomy outside wish cold look,3
hate sober pop,0
user user user user user user give key back house,0
bowl new food processor break user sadness,3
black people still fight recognize human being sleep angry,0
far greet raise user come sparkle user user,1
user send playful nibble winking_face,1
get bitter get well,2
user hi folk flight go hour late depart inv ezy864 go get refund please,0
goal scorer vidar kjartansson come favor dor micha another terrific performance user yalla maccabi,1
use get early asf shit goin irritate,0
user depressed somebody call long face still automatically take umbrage,3
user bad customer service lack professionalism service provider phone provider bad business terrible,0
345am hospital elouise water go labour little sister super excited,1
user nso exactly lose mind pal ntrump fraud misogynist liar psychopath narcissist revolt con artist,0
terrible thing see visionnnhelen kellernnbegin end mindnnstephen coveynn go,3
watch amazing lively broadcast user musically,1
nonpermissive environment also call battleground mil speak,2
user user lol sparkle wine,1
user poor angry justly offer people hope god anyone see education elite,0
pakistan terrorist state carry war crime india user unga un,0
user open door terrorism pay user user,0
user pout tip edge definitely agin feic bake full make boot heel,0
depress loudly_crying_face,3
leed surely drop price cup tie rather dismal attendance last night,2
user good cuz trump fucken nazi kingyou havnt sink low since set mike tyson pathetic don,0
user think everyday glee day,1
user grim really,3
problem yes something worry,2
episode ahs go,1
user yes right mean wish discourage see mike molly many parallel really,3
user user get wind man choice infuriate make sad generation,3
life long fear havin shit spider crawl bum,3
unbelievable take minute get user fault call hang treat customer fairly,0
user user look like book shape like gun optimism gun alright,2
user think get fashion police involve,2
momentnif kill spirit die naturaluser murder suicide racism pride,0
ninaturner mine happen country need moment levity bernblade lisavikingstad,3
fume ball anger today upsidedown_face,0
indignation whisper date terrific lermanletts centerpiece scene overwhelming sense indignation,2
user day drink bottle nyquil sleep lovely horror fam watch top_hat,1
user negative campaign doom gloom win election,0
user user start mournful kick major key last verse good guy win change word exist song,3
want watch netflix stick class depress,3
user user good heart lose job responsible family information profile even dollar retweet,3
literally shake get ekg do lol face_with_rolling_eye,1
police want call pig keep actin like themhonestly even insult pig,0
user know smh heart sink stomach,3
blame jose ere would give rojo another start sunday fucking disaster wait happen shock header,0
bitch angry bitter must truly suck lol,0
today visit dream even though physically go still mourn,3
wish could fast forward month know girl class basketball right pure,2
user happen vegas origin prevelant sadly,3
user provoke anger,0
user user give laura much constructive criticism block lazy give hope retire heather,3
get angry tell would year old guy look girl like feel offend,0
always hurt somewhere always tired lively,3
go away please beg depression anxiety worry fear sadness ndream joy baby foundsit bench,3
time open snap time respond,0
user thank shall mourn,3
let we refuse live fear venture,2
dream say something really retarded twitter get like retweet,1
send pitch brand close tab relevant instantly kind detachment create serious,3
fast furious monday pm mbc smiling_face_with_hearteye smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteyes smiling_face_with_hearteye smiling_face_with_hearteye,1
live life relentless,3
also awful nightmare involve sick worm involve disgusted wake,3
something incredibly terrible life year old still suffer group project,3
user awe thank girl smiling_face_with_smiling_eyes smiling_face_with_smiling_eyes,1
ak47 leave spine frown,0
candace pout get right tit gb bo,0
watching drive food user go devon ave eat nihari make gleeful af,1
remember rooney want leave united fan threaten kill man bare junk want regret face_with_tears_of_joy face_with_tears_of_joy,0
user zionist terror nimagine kid palestinian muslimnzionist steal innocence childhood jewish child,3
user brilliant lose joyous plot we year admits fan,1
join potter sort hufflepuff enraged_face enraged_face enraged_face fuming,0
user mos enraged_face shocking lead front flexed_biceps_light_skin_tone,0
life word depress,3
well unboxing iphone plus channel november sadly thank user user staten island ny smh,3
patriot rookie qb jacoby brissett start vs houston tomorrow nitennbeen learning process since get heregot ready go,1
shy big struggle life face_with_rolling_eye,3
hud comedy adam rowe insult slutfaceshlongnugget,0
penny dreadful cleave fraction heart,3
user indian seem afraid war user n like india war war war cry war pakistan must pay,0
okay annoy do good job furious,0
take picture awkward smilenme picture day awkward smilenconclusion stop smile n picture day2016,3
user know know physiatrist seriously number good thing people anxiety,2
user nigga horrible bro,0
hard stifle laughter overhear comment really amazing bad way,1
user annoy ortiz tribute would oriole fan organization feel yank,0
pick phone shock flushed_face,3
user without cake see wee cheery face always joy xx,1
user know guy sink 1000s game build team play solo hear make nothing solo,3
depressing part ill taste go tired_face,3
user gloomy day tony,3
user red head fiery,0
want salty fry mcdonald since yesterday burn finger eat shit fire fire fire,0
watch ny phil webcast something miss remind blithe journey end see bway might gershwin,2
user hilarious,1
jean fake pocket horrible,0
user ring ring depression,3
nigga even look real family face_with_rolling_eyes face_with_tears_of_joy sad,3
pm sheikh user speech term terrorism global challenge urge world leader work together unroot everywhere,2
user see save day psa obvious tear would think would cheerful self,3
user would furrow face would redden protest would seem see unattractive wukong eye,0
prayer family friend member user mourn loss engineer ryan osler l odd rip,3
concern anxiety matter shall return favor eye matter,0
dream drop iphone break t_t cry iphone7 nightmare,3
user user user user also apart skyfall music dire boring,3
many gloomy day,3
people like unknown reason try discourage,0
love user insta,1
decent sleep make kurt happy soldier spit polish converse man chest baseball cap jaunty angle,1
user user would rather leave child user shudder,3
standard candice start show pout start mean go gb bo,1
inha seol banter really fun read awe seol willing deal though,1
user great wrath woman scorn,0
tmobile store original e7 customer result go guy terrible customerservice 2hour wait time,0
nasty nasty chilly rain put damper afternoon cigar good thing user congress critter tomorrow,3
nmichael carrick strike back net much delight pressure man fanz mou,3
onto user know secretly pine masculine order objective morality discipline transcendent pursuit,1
literally die live time catch user twitter follow life basic hilarity,1
mary astound concept leftover milk end cereal gb bo,3
big threat global stability climate change food water security terrorism russia war trump clinton geopolitics korea vwo,0
user user certainly would catch multitude,2
user indignant want world know obama nothing putin want aleppo syria,0
finish discover never random thought crossover life,2
user lmao slutty hater girl video hilarious face_with_tears_of_joy,1
user astounded respect black vote like human talk towards bigotry display,0
simple get shot espresso grande decaf degree soy americano extra foam barista,1
go butterfly stomach anxiety problem,3
user wallah blood boil need take nap ugh,0
user steak pie supper,1
know man assume user heated argument penis sad,3
serious problem expectation private philanthropy replace functional government servicesthis dangerous,0
user user meanwhile white cop keep kill black people less outrage strange society,0
take yr school proud say get accept yo girl go finish happy,1
feel worthless always depression,3
dear everyone hssu stop walk phone smile wave smile wave back,3
outrage black man kill another black man street,0
feel like singe song human sadness julian cassablancas voidz sad music depression sad sadness,3
another fun fact afraid,1
user user user wrong thisneede levity recording,0
bring interview hospital though seenoevil_monkey seenoevil_monkey nervous,3
user suppose animosity bullshit con iranian,0
user reach hope contact technical issue cs severely lack bad karma unhappy,3
val remind cheerful witch look aurora disneys sleep beauty gb bo,1
user thank get back exemplary customer service loyal customer jk awful resident advisor poor service,0
user strong woman terrify weak man let bully wear love consistency truth rough time hang red_heart,2
thing twitter remember tweet bored alone come across like really dull sad life alien,3
never find someone love like love revenge,0
mix pretty wellusing slider pretty affective far baby bomber yankee offense,1
god know would want go girl sleep half mate grim,0
paul forever paul paul play well game bb18,1
user user could care less gotham watch since mid point season,0
even celebrate win mourn ls test week busy confused_face,3
make breathless,1
fuckin restless,0
hearty welcome follow,1
liberal outrage king say nword really anger white yuppie progressive go fuck shame black,0
nick say territorial growl someone get close san animal,0
kitchen sink kitchen sink okay friend,0
burst cry alone realize truly know unhappy really want anyone know,3
oh way month depressionfree time get relapse superb depression,3
user gaming site lean ps2 heyday lean last gen gen start vitriolic mostly,1
think leave part life behind menit back haunt every girl love,3
meet tiff mall soon congrat get l babe heart_exclamation,1
dude go way irritate face_with_rolling_eyes face_with_rolling_eyes go way give pussy person_gesturing_no_mediumdark_skin_tone p_button,0
user awe yay thank god worried,1
